sample_index,subject_id,anatomical_position,finger_name,plain_frgp,roll_frgp,selection_rank_sha256,availability_candidate_count,integrity_status,plain_500_source_id,plain_500_sha256,plain_1000_source_id,plain_1000_sha256,plain_2000_source_id,plain_2000_sha256,roll_500_source_id,roll_500_sha256,roll_1000_source_id,roll_1000_sha256,roll_2000_source_id,roll_2000_sha256
11,00001595,6,left_thumb,12,6,0001cb2cd722ee0a24e89f36a00cb88d1543e57413117801595381eeb77fa4bc,875,PASS,sd300a/images/500/png/plain/00001595_plain_500_12.png,d7accd8ee263ef649813a5e55785ac6d309457d69126b6b74088686365d035f4,sd300b/images/1000/png/plain/00001595_plain_1000_12.png,2c0b180854e46c5603e58da0b608115540a5473525ed08789293a0e599f9b354,sd300c/images/2000/png/plain/00001595_plain_2000_12.png,be244b1680b4bc7bf79609bcaec76c7f4a17a8aed98b156ec4b5b6e7deb3f50f,sd300a/images/500/png/roll/00001595_roll_500_06.png,3a44609479ae5c2e12eb7fe206e96530569143c5a673b9c39f7945930e80d91a,sd300b/images/1000/png/roll/00001595_roll_1000_06.png,c6b97648a66a089407ea0bea6b5d1446baced4ccaa3bba47d59d9c81b29f9e00,sd300c/images/2000/png/roll/00001595_roll_2000_06.png,ffe045ca5a895d2254400a2054f286ef7b7c7a9d5281bb1aa61404e8abfd9bc9
12,00001159,6,left_thumb,12,6,00d6dcd51cd48f9b548d5e43cec1b51584fcf413d9e40ada7ac2e30fe3cb98e7,875,PASS,sd300a/images/500/png/plain/00001159_plain_500_12.png,17be1dcdffdf8d5931d0355171699d8dc1a1c32fc1ab19a8726b6c10cf7ce9e4,sd300b/images/1000/png/plain/00001159_plain_1000_12.png,0d235a85229e84d14c89dd0a29cc08130baf4b0803e1fc69bdebdaf94baa299a,sd300c/images/2000/png/plain/00001159_plain_2000_12.png,13cd9e2e39971de63c2cb3ddceb36dab071fcbd24d53bb44cad1a4a5e3f96d48,sd300a/images/500/png/roll/00001159_roll_500_06.png,dab744ec6f561da6a2f9f6990357ba8d1ef9852e6bb4696e9897344c59935dd7,sd300b/images/1000/png/roll/00001159_roll_1000_06.png,396c594f1f2c0fdd93992885748f83a5f60959b0883dc1f0987d8fb1ec94ba89,sd300c/images/2000/png/roll/00001159_roll_2000_06.png,b47cdd3f9f1b7b414fea07f532e377381ba7f61996354bdb208af58e58c6fe4b
13,00001741,7,left_index,7,7,00cd5a3a186d34db9ed3815d1feb58d6432e3a2f985385f660ded1eaccf431be,881,PASS,sd300a/images/500/png/plain/00001741_plain_500_07.png,c962dc3c3610118938c466bfc383b14bb91ef1fc36c221a803ee5fda8a3cc69b,sd300b/images/1000/png/plain/00001741_plain_1000_07.png,c1623b71c7c2c75a600ec86687c697efa4c2a4ee76988e55aee9a8d8f79f5f2d,sd300c/images/2000/png/plain/00001741_plain_2000_07.png,433d7794aba28e3fb9db42b716357584b8c1551e31750eadb032c53f1752110c,sd300a/images/500/png/roll/00001741_roll_500_07.png,3ac4713c4d4591adb3552595774b71e75eca8ea9f9f81097282436436332be8f,sd300b/images/1000/png/roll/00001741_roll_1000_07.png,57ad1b65ade88845c7cad3a8b28f8edd3c6230d127697136037e7a357b6a355d,sd300c/images/2000/png/roll/00001741_roll_2000_07.png,46bd808079ad8af210ce4a8ade064622ec52b9148e83fb191cec05da22ec080f
14,00001411,7,left_index,7,7,00d0a9c650461edac221c43b5188047524e70fca19332051fd1aca1e25820893,881,PASS,sd300a/images/500/png/plain/00001411_plain_500_07.png,584bbc3b5b94e8e21f268e7aa257dc81425e7bad008e223203ff5701c2cdc4fc,sd300b/images/1000/png/plain/00001411_plain_1000_07.png,d76a3afe74a0fac5c0f5dd570adf7b07d20e0962db6ec529f6637f6b56b151cb,sd300c/images/2000/png/plain/00001411_plain_2000_07.png,3e98be3212773d13f8ad3b968ee6743910770431a655efcc32de993b725e90d6,sd300a/images/500/png/roll/00001411_roll_500_07.png,ba3e5793eaf2d119b5f658fb5660b74e75ddc05a4d15ce8b86cea512ad1f9ed1,sd300b/images/1000/png/roll/00001411_roll_1000_07.png,a47bce6f44dcd1f1770a3f375860cda8363f7c36861efb3b0c824baef4af09ea,sd300c/images/2000/png/roll/00001411_roll_2000_07.png,f1427b58a253caad02d58ddd4a574cf392b1bc7d937396ec9def68fbd5108cd6
15,00001234,8,left_middle,8,8,001619f68a59990049a8fd94789f96d6c785206d7f68c07c2cecf57124d05b0d,881,PASS,sd300a/images/500/png/plain/00001234_plain_500_08.png,6824fe36c02b64aff785862545c0b8bb7c2176ece3d6477892f2a6536934eafd,sd300b/images/1000/png/plain/00001234_plain_1000_08.png,c7f3924534b31d60ff2862602d5f8029f823f8edb80d668260dabbf93257fa2d,sd300c/images/2000/png/plain/00001234_plain_2000_08.png,0e99018aaebe717dd1c8085d6dffc18c80bb7e0f2fdb5086ff80d20c55251a8d,sd300a/images/500/png/roll/00001234_roll_500_08.png,7d1203d1c029d71e87356477f67494470bbc6b7dcad8242419e3192aded111a1,sd300b/images/1000/png/roll/00001234_roll_1000_08.png,d1d969bb9795812afdb706763ccbed071b690641af0b0a7d5f4e7b7412c8ae15,sd300c/images/2000/png/roll/00001234_roll_2000_08.png,dc7cf65507dbf376c427991621ed541d836d21189e74f75fc54f12d387ba7721
16,00001711,8,left_middle,8,8,00a872af4de07d77a9956a6a2f89417dc4a46e31ae66b55ed91fe341012f4dd0,881,PASS,sd300a/images/500/png/plain/00001711_plain_500_08.png,9fe5992e59960f2c62ef92cd9aaa4e3175a693698ada79c7e23d365e9ca86c03,sd300b/images/1000/png/plain/00001711_plain_1000_08.png,4aff67a6573a57f9e8ac70c1015c66101d6939da8012856399c6a7f0886ad240,sd300c/images/2000/png/plain/00001711_plain_2000_08.png,1640b1a3603e2cd91469b1f1c818396c3dc00b1bc7e6a263f9b45a18258c5bf5,sd300a/images/500/png/roll/00001711_roll_500_08.png,c00197e3ac8caeea1c8a7eb62776e401283cfc91ab1ed61a08a0bc7238203746,sd300b/images/1000/png/roll/00001711_roll_1000_08.png,760fb4f42f6329fc306854de1dcb59c0c24d10da5f81b6d0e9dc5c50b86a2826,sd300c/images/2000/png/roll/00001711_roll_2000_08.png,c6aa587ab63bb1661a8415b87e48495ae03d41522f83701c4367aa80b6f7803a
17,00001036,9,left_ring,9,9,00027b601930fc2277455ce15518811c3b03a337f7be6375203251f8d601e59a,885,PASS,sd300a/images/500/png/plain/00001036_plain_500_09.png,2e7ee8ed49baa207db36d6e2c4dc7a98fd5c83ba89188daab4930aaed15b42cb,sd300b/images/1000/png/plain/00001036_plain_1000_09.png,31cf5f6ad2b071bc9405b052bc3f94e20a0034155eba673bbe5760063c1fee76,sd300c/images/2000/png/plain/00001036_plain_2000_09.png,26247962c2b721e881012a53120857e2b8ac0128a9a0fab28f1eb3b9abb46dfa,sd300a/images/500/png/roll/00001036_roll_500_09.png,a48e6419642d450e3bda62b32e11315972e0a4b0555cc4830f376ad94fa94a42,sd300b/images/1000/png/roll/00001036_roll_1000_09.png,bad69c7fd3b9a68ce2e5eaf5dc8f6cc8116d7968a41b6c05cbe94bf00778209d,sd300c/images/2000/png/roll/00001036_roll_2000_09.png,f9bcebefba5cf2cb74249ce95b7d92d31018cd1e4837f94248e964763f8dce14
18,00001580,9,left_ring,9,9,00f3a77726a14f5e9f4524f6d4efabdd10ef409b18729b1f11a8269aae13372e,885,PASS,sd300a/images/500/png/plain/00001580_plain_500_09.png,e8b89ffd8bf764245ab9d1c5b4dca8598dff332f9126fcd918602ccc9f664f82,sd300b/images/1000/png/plain/00001580_plain_1000_09.png,5ae6e079cc2eb7fe43262f8ff30e2d2e5de0338bebd3610e29698f86ac9756bd,sd300c/images/2000/png/plain/00001580_plain_2000_09.png,afc9de304e67e7cd70b23c2579a9abaa369c1714741f29047f2649d3bdbb0125,sd300a/images/500/png/roll/00001580_roll_500_09.png,960f2885c79b45389590ea937fe44e1bdc2581109cb04ca769c745303ec336fc,sd300b/images/1000/png/roll/00001580_roll_1000_09.png,e7821fc5cc898ea4c737752a44982d7f7e788be6c1b4f605cae5272dab4349c8,sd300c/images/2000/png/roll/00001580_roll_2000_09.png,6388e19867f9d9740e9d02ade95c86275a9383bbc233138abf2f4e0e0492450f
19,00001085,10,left_little,10,10,0000fa07e5cbceb2e328c92ad6e8cefb4568b8a821aaddbb3053fe9deb7741ed,879,PASS,sd300a/images/500/png/plain/00001085_plain_500_10.png,9e8cd48020a898e9e8293a355a5d9bc7f9d30d8be2b94520a0bc1819826dc507,sd300b/images/1000/png/plain/00001085_plain_1000_10.png,0463ca977d43c043598c39b78ab999d62350d76bfdaff8bf76ec1733956461cf,sd300c/images/2000/png/plain/00001085_plain_2000_10.png,1d661e315990780c6c42e1d224faffdf36f4515247b0af45737db86d3c36c069,sd300a/images/500/png/roll/00001085_roll_500_10.png,368357bcab38849d7159b02d697e52585070854796980ccbbc2c236ea08f3698,sd300b/images/1000/png/roll/00001085_roll_1000_10.png,0e69ad0d902d3dd2a3d90ac51585482d19f6b14cb10906cda06b1c50f3608b85,sd300c/images/2000/png/roll/00001085_roll_2000_10.png,36404d2838e42529e44b6539fb968c01d5186e0c296e71a1757b71a9ff4ddf0f
20,00001027,10,left_little,10,10,00057d0d5ec48f63e19904235071938ead0be068c80ec14f35d94a8636d04110,879,PASS,sd300a/images/500/png/plain/00001027_plain_500_10.png,ff7da73b357d1e37a767dd4d82871098c973f8158834011b0ef6925579deaa11,sd300b/images/1000/png/plain/00001027_plain_1000_10.png,8ef9ec89dd745afdf9a66e3b38565190a4fc89188966bba6b1bc49f08fc8db9f,sd300c/images/2000/png/plain/00001027_plain_2000_10.png,88809cc68433f34006a17139fce50843579b3228695867ec5d298714f30cfc99,sd300a/images/500/png/roll/00001027_roll_500_10.png,3bcc51d19eb72e48ca6d377973c0860db24ee95684a0c7fa211614b2dc5d2ca8,sd300b/images/1000/png/roll/00001027_roll_1000_10.png,e2210dbd9f22b888e7523f580bfb6f1032f90b3479f046616527159744e77e69,sd300c/images/2000/png/roll/00001027_roll_2000_10.png,91922e6dd5cca459b103441a668462db6f452ec1e9993cb9fbed5e5cde31be3b
