subset,run,relative_path,filename,format,size_bytes,sha256,identity_number,capture_group,instance,canonical_identity,canonical_sample_id,decode_status,width,height,channels,annotation_local_index,pattern
full_l3sf,R1,L3-SF/R1/103_2_4.png,103_2_4.png,png,71331,b4a5b1ec3933224b79ad11b206ad2de2834713db03edce900553f691c84b0fd7,103,2,4,R1/103,R1/103_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/103_2_5.png,103_2_5.png,png,69089,f522fed90d25e479eba94bd0925b8516d9ace7b63fa90698c7458670256d2058,103,2,5,R1/103,R1/103_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_1_1.png,104_1_1.png,png,64641,2c0b25fd6aca286cd2726ee6ab586f9ec8f537dc8de9b3be42b2b126fea73172,104,1,1,R1/104,R1/104_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_1_2.png,104_1_2.png,png,69215,577571057dfc01d29720d5cdc9443e2c346ad771f64e77d74c0c0017a8eb304c,104,1,2,R1/104,R1/104_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_1_3.png,104_1_3.png,png,69806,ae11c5750c26be2ae1a0fb3096650b4aea36d9a40e9f8608b14386516f5a83e2,104,1,3,R1/104,R1/104_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_1_4.png,104_1_4.png,png,68169,0e2423cf8a5486131ef998192842d098cfb3f87c7143d2c07e952225b59359f4,104,1,4,R1/104,R1/104_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_1_5.png,104_1_5.png,png,66573,811be7bc5dcef34eba6beed3cd56a90c8c8e577be9f378b180054d42fa4da47b,104,1,5,R1/104,R1/104_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_2_1.png,104_2_1.png,png,70949,274e470434a7fee6ed2a174570bbe71e4d452268057af9f6b3c7decf24b1e4c4,104,2,1,R1/104,R1/104_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_2_2.png,104_2_2.png,png,71056,f58d653804d4a450c10a6d31acc9042200cb48cee34500b4d7b78a3ec35cd512,104,2,2,R1/104,R1/104_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_2_3.png,104_2_3.png,png,70491,92f3f205b0316f5c24b6e974b0188f5b1bb16b98fd87fb65b7d6f265a75f035d,104,2,3,R1/104,R1/104_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_2_4.png,104_2_4.png,png,69653,f15a565fe54b478dd5353ca6aa374ab75c5f5dc8fd1c29becf87d3f2e8de87e1,104,2,4,R1/104,R1/104_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/104_2_5.png,104_2_5.png,png,68312,c572754022663a24ed73ec669ef761b05ac20cd2c8c2477c3ebee88c079091a3,104,2,5,R1/104,R1/104_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_1_1.png,105_1_1.png,png,68189,537329418f5b91ec318f10c0f2d7afae8b8832636c8920fc2ff06e6571e657a5,105,1,1,R1/105,R1/105_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_1_2.png,105_1_2.png,png,71857,a6e23126c9e506f422fd9021594fcd2237320ad8c30c6902c85f513cb2d37472,105,1,2,R1/105,R1/105_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_1_3.png,105_1_3.png,png,69308,6202c0f530bb5c0911a158006b20bb6ec42edf6a0d9653ac57e0cbb2f1f351b1,105,1,3,R1/105,R1/105_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_1_4.png,105_1_4.png,png,69433,61764b478137829e0fe8fb43cb5dcbe1d02ea10e2d93c3e24a3b263a71af0276,105,1,4,R1/105,R1/105_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_1_5.png,105_1_5.png,png,69777,e5ce8b512eb8f4bd1ae780eede42be0ffa4b90b010e52e7780e9bd281e951927,105,1,5,R1/105,R1/105_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_2_1.png,105_2_1.png,png,70569,2520c63dca3b3ecb8efffbfcea01b39e422273b2e170db6348f7145679812c3a,105,2,1,R1/105,R1/105_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_2_2.png,105_2_2.png,png,67951,1fd22c500abb57b1c8e8a1916586f59d88496d8ed51251b91988afc6d65d6b1c,105,2,2,R1/105,R1/105_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_2_3.png,105_2_3.png,png,69086,56b509e1ede0a3daeb2b2c86f16a5f8010e509823d1ed379397b48341ed75d72,105,2,3,R1/105,R1/105_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_2_4.png,105_2_4.png,png,69042,dddf0831a9dc9d286a63861be26cb71b267d876e16cd8e4f68bff089a394d75d,105,2,4,R1/105,R1/105_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/105_2_5.png,105_2_5.png,png,69645,6a7d7efef302c1c11bbd90d782fb842755975fad7e5cd259700a6d93334e751d,105,2,5,R1/105,R1/105_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_1_1.png,106_1_1.png,png,74369,1d3ce68c4738be178af321e2406d8b3f0ec606b87d2abb06440160f1da6c6a6f,106,1,1,R1/106,R1/106_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_1_2.png,106_1_2.png,png,68027,62f2d1018c4502d7a2bcc6bff41f4094f5f92745e101fc3ed8a84c197917cf18,106,1,2,R1/106,R1/106_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_1_3.png,106_1_3.png,png,70293,cbf74fa3d25c42b7d93d21a273b5b5992cdf6dce9d0bd0192f81ed598261fb32,106,1,3,R1/106,R1/106_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_1_4.png,106_1_4.png,png,69236,ba5b5d27bbda5893ed098a7db2494e7b365ac3dbf2b778f558aedeaa42c2c0b2,106,1,4,R1/106,R1/106_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_1_5.png,106_1_5.png,png,66945,2fb3a63dcedf75fb86f3f73c005faea0e20b0b3185d79ff22622c09cecf4079e,106,1,5,R1/106,R1/106_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_2_1.png,106_2_1.png,png,69761,fcfdadda607ced9698b93d1fe308c2a03d1a2f6c2c73c4af34f82bc1e7378fde,106,2,1,R1/106,R1/106_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_2_2.png,106_2_2.png,png,70007,b8774e323643b9d4abad7a1600826d579a0e5f6a69c4e31d8c0b734e3d30069e,106,2,2,R1/106,R1/106_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_2_3.png,106_2_3.png,png,69369,7027e74d1b22a6ae4082e04ef67bc2c821fe9a724e20e83ecb0bda3c650301d5,106,2,3,R1/106,R1/106_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_2_4.png,106_2_4.png,png,68361,bef6a23639a3ef1ba2fcd512ecfd28c21f867d7ce6a598683282d58180b56f57,106,2,4,R1/106,R1/106_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/106_2_5.png,106_2_5.png,png,65698,e0f1b3efb3666d2143d00f45c3535722b73e808b4561fcc2ad8ea9f602e97a5c,106,2,5,R1/106,R1/106_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_1_1.png,107_1_1.png,png,73255,610c2f2748438a53db905553c497e5fd6f4f84c788e43d6f20b080be048d8565,107,1,1,R1/107,R1/107_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_1_2.png,107_1_2.png,png,69143,23c386a5b644bc93453117932958e263fb9b0f8eb17fc8aa447a8edb7ff518c8,107,1,2,R1/107,R1/107_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_1_3.png,107_1_3.png,png,69778,93a18cf8a9ac8453a07a88fef0769a573486c0988766f6e972d1b7ab0ca70aa8,107,1,3,R1/107,R1/107_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_1_4.png,107_1_4.png,png,69744,ab977eb7a39304e1a9abc6e62b46d5c39947b5b47a57c05c1fec6bcc8ab76a11,107,1,4,R1/107,R1/107_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_1_5.png,107_1_5.png,png,70060,7f8de5140ff2743d69e33108ff39a5a30bc2bef21b9ae92fbe760b302038ed7e,107,1,5,R1/107,R1/107_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_2_1.png,107_2_1.png,png,69033,666669c65e92f9063bae33ecd079f958d16b7badbfc881d7a2ccbeb258d5d957,107,2,1,R1/107,R1/107_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_2_2.png,107_2_2.png,png,69293,1bdbd75df6726da9a67d60fc6d0158dfb32f12e652c4479eaa370262aa257fcd,107,2,2,R1/107,R1/107_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_2_3.png,107_2_3.png,png,70083,133f398286ae193b7a41ed362a44250e0f5d6383dac38548415c804681cc9be6,107,2,3,R1/107,R1/107_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_2_4.png,107_2_4.png,png,70479,c58e65cc1a72cd58512d0a235547f332c2140d861cfa34463f77195af59def60,107,2,4,R1/107,R1/107_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/107_2_5.png,107_2_5.png,png,67656,38cf0c670ae951ae6229e400076a88d8e4bd7dec43911f35190dd283ea186eee,107,2,5,R1/107,R1/107_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_1_1.png,108_1_1.png,png,70482,41265aee06c02e6dbe30d4038c4ee5e9fa8f1451660556165c01c392a6454970,108,1,1,R1/108,R1/108_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_1_2.png,108_1_2.png,png,71264,a5910a3d750ff030f16213bd514857d0ef84ad78bd84ec37ff34730712bb7516,108,1,2,R1/108,R1/108_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_1_3.png,108_1_3.png,png,69122,d304c810326c11bc888117acd90d5a8e76ca6ee68e5a721049fcff7148be0261,108,1,3,R1/108,R1/108_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_1_4.png,108_1_4.png,png,70997,970d04421ba176a687a54e9386ea5f44c26d4fe5da540b440f816774917258ed,108,1,4,R1/108,R1/108_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_1_5.png,108_1_5.png,png,69468,1386bb5b5caa9f2049cdb7049a030817f8d908e2da2e2ea0a6e353880ddc386d,108,1,5,R1/108,R1/108_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_2_1.png,108_2_1.png,png,72598,4b2f58df77501ac75df837b8f1859863a7c7ff4271d8051073410d5e3a01c0fc,108,2,1,R1/108,R1/108_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_2_2.png,108_2_2.png,png,68615,4b79f746521e82a1694301c659c53c40c5f63c4cf796cc8ea5806937f02820d1,108,2,2,R1/108,R1/108_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_2_3.png,108_2_3.png,png,70655,096a0218a7f8691023a520c2e2dd1366000af1847f5076a328452d2d8ecbf7e1,108,2,3,R1/108,R1/108_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_2_4.png,108_2_4.png,png,69668,05dab2d5be4818ac15e1336b8de78b89144403c74ebf5f1188ae67b0bae2323c,108,2,4,R1/108,R1/108_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/108_2_5.png,108_2_5.png,png,70087,41cc450f890d820eca55728f5577f60a84281084bde272fefb850d17e75d6ef4,108,2,5,R1/108,R1/108_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_1_1.png,109_1_1.png,png,69363,a4530a8b96a2d2dc03962dbff94d570a92fd8840e55ef720411275fa5cdc5b64,109,1,1,R1/109,R1/109_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_1_2.png,109_1_2.png,png,69571,4247d5cc70c9d9589174704388bada52107e0808545825f26403c1cc4836bf99,109,1,2,R1/109,R1/109_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_1_3.png,109_1_3.png,png,69429,e645ad0d5ef2f2e36b7433b0183edf4b47943f2d34e35c82531ef4a70e009cf7,109,1,3,R1/109,R1/109_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_1_4.png,109_1_4.png,png,69123,2699a72c11912c230df0060d9188aa42a1e956b13eb3008ebf514a59e5c3555d,109,1,4,R1/109,R1/109_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_1_5.png,109_1_5.png,png,68941,22989cd175b374eaa1291f96653965e5e03a8e812e80a3d810cef5bade1c811e,109,1,5,R1/109,R1/109_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_2_1.png,109_2_1.png,png,70418,f88cf8f56504b260ea42a8ae1f31fca94400ca91a937bdc15b8c3733c92b0766,109,2,1,R1/109,R1/109_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_2_2.png,109_2_2.png,png,69272,7e2081fe6d86d7d1662d6ff85b6a1d5cebc78ee6d86b6cbfc7cc6382a66affa4,109,2,2,R1/109,R1/109_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_2_3.png,109_2_3.png,png,71035,3832c9af7203d94067327b538cc5659a8c8209cc97dd66891e9a45e5de011b3d,109,2,3,R1/109,R1/109_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_2_4.png,109_2_4.png,png,69984,cd6a3fc4bf9fc3ebea784e9bf57648325e15a63cdb17f458d333d95d13df1780,109,2,4,R1/109,R1/109_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/109_2_5.png,109_2_5.png,png,70144,ea32c546ebf8fa7bc37da82f5bf64965349056ffdb77051974e27aeb05e5ff30,109,2,5,R1/109,R1/109_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_1_1.png,10_1_1.png,png,72067,dd2ba0b24880f47eb257d0688cc3eb9e86fc3a1e8659c9c9bd1501a74f456d18,10,1,1,R1/10,R1/10_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_1_2.png,10_1_2.png,png,68461,37edcc1716fee5e810afc7f1875d6c2e0f4bdc4affd114bcfaf6f26493ac1e64,10,1,2,R1/10,R1/10_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_1_3.png,10_1_3.png,png,70615,e490b9a21840cc66b01aed416d10dee8eb4c08ddc2ac27cd6784d6b46b906c99,10,1,3,R1/10,R1/10_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_1_4.png,10_1_4.png,png,71632,a6b3c4f481f55230d0430f60407df0ec5d05e121d1fc14a008b3e79c757637e8,10,1,4,R1/10,R1/10_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_1_5.png,10_1_5.png,png,69597,44b54247b64194641a94a114a3e4fef78081a0d9589bbb889e518e6d05546c65,10,1,5,R1/10,R1/10_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_2_1.png,10_2_1.png,png,71086,51df961ce253aeec882900f14af773e29be9104083039d7f62000c6176bc5ce6,10,2,1,R1/10,R1/10_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_2_2.png,10_2_2.png,png,70450,e2dab96f16f6f53127279b1cdc754450f7d35276ac336caa16f86e2fa27c521b,10,2,2,R1/10,R1/10_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_2_3.png,10_2_3.png,png,69386,8fefb3cdc244ad6984daf81dd06391b7a2afa3eed0be5a747b1a106fd6d1c343,10,2,3,R1/10,R1/10_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_2_4.png,10_2_4.png,png,70582,d65a78ca3f0a179d6360527b82d1d097bd40bb8f20ae8618356f68c42fbc657a,10,2,4,R1/10,R1/10_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/10_2_5.png,10_2_5.png,png,70179,c2d297956ad3ae03310814354ba9bf61e3cca33c685a66b935c9fea1af0fe495,10,2,5,R1/10,R1/10_2_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_1_1.png,110_1_1.png,png,69975,cf434a88d71b3a18c851945cf51a78dd86972ab47ac8093befd4553aa1f94ca5,110,1,1,R1/110,R1/110_1_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_1_2.png,110_1_2.png,png,70979,fc07556ce024506f05a746d88db7a838f4e03491fe079a609116371bbb1ca87c,110,1,2,R1/110,R1/110_1_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_1_3.png,110_1_3.png,png,71536,ebf0516715386eaa9f30ac0805e6f0faa5a19a41816fbc433dada42f5c0ffc1c,110,1,3,R1/110,R1/110_1_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_1_4.png,110_1_4.png,png,68272,a67347a5e2358142a7c49c13fc1c9821921c28be5b9c454e26852d8ddb1dbce8,110,1,4,R1/110,R1/110_1_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_1_5.png,110_1_5.png,png,70340,72069d491404b36bf74d9477e31efbfcd521eaa0d7eaa1edc92c0bd9247c1e36,110,1,5,R1/110,R1/110_1_5,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_2_1.png,110_2_1.png,png,69749,241ba003c51081bde6ed8e994dc4b463c2061cff68acfbf48b5e219eb25d8b8b,110,2,1,R1/110,R1/110_2_1,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_2_2.png,110_2_2.png,png,69341,c88885d0897ef1caed6c9c824932913eec0a2554de5fe7093bdf8c35fddb0f4f,110,2,2,R1/110,R1/110_2_2,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_2_3.png,110_2_3.png,png,70067,7c9162b0768d7c04d81fb64e00ae7f61ebed443e72329c4cefe4b6f494dd7995,110,2,3,R1/110,R1/110_2_3,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_2_4.png,110_2_4.png,png,70337,2e7538c4c858c259b3966eeccd2efdf08ee74d1bca2a7abb31ab99dd19239197,110,2,4,R1/110,R1/110_2_4,PASS,320,240,3,,
full_l3sf,R1,L3-SF/R1/110_2_5.png,110_2_5.png,png,70327,41cbb2448520b4d1e29c48916557446f2df6e6cb4fbacf0ebd33795db4adf07c,110,2,5,R1/110,R1/110_2_5,PASS,320,240,3,,
