audit_image_index,audit_annotation_index,canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,annotation_row_index,x,y,annotation_selection_rank_sha256
1,11,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,167,76,507,09714ef3e10cb7f28e03e78a3946f9711cd8c3fd93b55fb7108e72a424c0addd
1,12,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,180,261,205,0a8c40eba12d40a6bfb1155ac5d4eda802988b5f82c1f758def34d14011b848e
1,13,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,275,248,296,0d15d048c06ff5b186aa61f78cd2500f28d45e7211c629ad5eba93a59eeb3cb7
1,14,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,129,387,439,0d41a362b346151f3da3b52944e9e37422392018e4cb0cb1d33ec5f44985e680
1,15,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,87,447,368,0d622098c87c5c0138134ea2c6509dc364ac07cb909b7b88ed4fc1f99159c047
1,16,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,289,163,233,0dfe7e5baf434a07926263864872c80c082eea86388a01937b8fba36747607af
1,17,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,152,99,423,0ee3c9e575edfa7653dcaba8f6b867ddbcd05099d72467a4cd54593234ea00f5
1,18,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,329,345,360,11777fd7897cee8cf558ed1b2499ca0906178763a3456ae44b435edc7a37470c
1,19,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,78,413,201,1207857c3cd6dcb38e572f7a801f1f3aa6dba2926f9b1ab2460bc7eb3d7aa96d
1,20,R1/2_left_loop,R1,left_loop,Pore ground truth/Fingerprint Images/R1/2_left_loop.jpg,Pore ground truth/Ground truth/R1/2_left_loop.tsv,5dc8fc46dcd33d38d9f9692f07b269770988fc616371ee3f3544208bdf0d01b0,4774199238e59d07d2a3e84a598a87016ca1bb34b03c5beac21b808f632b2911,337,350,488,1487aa3712553b5be1bfd3b69a527ab9c0acd234a7f924cf7b33bafbda3ccda2
2,1,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,358,356,30,0053cfa15769993da13c1c70e06176e34d671a940d6d3dab0e4d20e06a9bc5a7
2,2,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,343,350,215,01432bc12eb18f2f124505de23d8a412998f6d66429e84462118368e03e51808
2,3,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,158,171,279,01572c3c7df4baaeaaec64856a08853f566a0be39b01b7773170c98bef96cf5a
2,4,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,258,328,502,01ed78c42d207e2441d1d760dbd38e5755fe64c1bb30ce3674b83f593034fabd
2,5,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,56,486,258,02c5dc585b6e0047d9b53dabfcfbde0ae6e36a08bf8bab9b3fed912cef37315d
2,6,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,432,293,26,03396a7955903e13a8c6184c9410ba0deaa6fabd03ecb29e7565fc475e1ba420
2,7,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,63,43,220,0411d0169b2ea325d78deaa9fed573a4b1564f24a8e3712d2d99fc0629f81b73
2,8,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,308,188,469,074c47aa1c8029ef6d5a2105bf75eeb75eed6e7aba41aa74946a65f1cd31e4dc
2,9,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,382,180,126,07892850d0faab09e4a2ce3e5369fd380cbccffb310c9f44cb2bdcde1af956c5
2,10,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,265,138,380,0793e2da6924287c462bcd620dc3fcc5f053540614e18e2e7dc72c776674dd5e
2,11,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,245,326,453,07b528ecaf46c0485a4fbe9b87554979c80636aa641184f942b540ab8f193805
2,12,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,259,16,466,07da9ebedd380aeb3073118aad74a10c86ab0370160726b5cea89eca566aa4b0
2,13,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,454,344,144,09a172261c1c0f9acf1768d3855d6fedbbd9253a1778b133265d016f0def0309
2,14,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,237,188,443,0a6e4a673cd9c6ab99efa1d541485e1ffa1aa0a45d580799b2d6e7cc442d5573
2,15,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,57,489,260,0b82ef2cf0472f4d4e3a1839650ee193a9e5312dc88498aaf4307ef3dd740a43
2,16,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,350,476,325,0c54035ec3cad6b97eb5fbc7c604de3c4c3976cc093704dabac2614bdc7a6eb5
2,17,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,427,198,346,0c80dc0bfea2ab1587b817bf4b487a01a19819836ff3a6396f8cc8aec0bcc700
2,18,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,55,473,235,0ce8b3bf333eae268948e6bc8020f1016deda5210d576719c4d5441334d49b3a
2,19,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,28,164,41,0d47fd42a7ef4147fcc0ade173bb46f2b2cc78d903fddc614635e19a705d4359
2,20,R1/2_plain_arch,R1,plain_arch,Pore ground truth/Fingerprint Images/R1/2_plain_arch.jpg,Pore ground truth/Ground truth/R1/2_plain_arch.tsv,200604fc996a2aa428b77e750d208fc4870d9d6736acaee0dd7e27f4c8bdfb6c,dbcb997d67a5544f71a866442a6a8049a5759e78b60e701975ebe070a94e0ca8,459,375,447,0e73fc967895698669ccfe70b374199b04c8050edb4e46f3a2dd37097d940b98
3,1,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,73,101,219,026a196559b4a57d97198c50cf21b1925726048a560f78fb3ac2b456f904a671
3,2,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,96,478,53,03de33ff9a3663e50695850af6c15c4e3c514e721f197e427ec506303b093704
3,3,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,161,389,81,04665f29ed185c48dd9200eac17303564fb1e22dd0a09d95eed2c6508ce942eb
3,4,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,329,387,435,048ace60ebb0298b1149fc032ce62ccdc9331fb05597ac405f07107894a39abc
3,5,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,304,367,459,04a501abe534a871f9c251e0c4ebfc5d3dc245954fd65b1a46fe26eef4be4444
3,6,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,384,428,351,04a97d0feec0a155bb9307707cb701c8f4a9103a3227b2c8220fb92fad67df7d
3,7,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,227,411,151,04ec6cdc02794aab89aba3d7fb5f656543957a579475a04f8e11bf25753d2ca2
3,8,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,263,323,174,05861c44459a44176d3ec45763faeadf9d7e638e8a0464c156d73911521424ee
3,9,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,180,213,181,061791c40ade12895c6ee257815fe366b4d01fe9f6411fe38082cb69cae0f604
3,10,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,70,77,275,06650f1700193926d611f016358748e8555dbdb562b5ca221dfeecd14354936c
3,11,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,121,107,409,077b22b92fae0431c8640ffde43df5670644048cd6fbaf2e2afbe041fbc008fe
3,12,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,172,170,407,08c29ea8cdec3100dad130eafd5e5fedc17a383a0690c7537ceadc07360159b7
3,13,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,211,288,511,08e8c3d258a960dd88f2015c196bb21ff3d0f0d9956e4e7027d21258de5f3ef3
3,14,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,29,53,239,091dd0eaae1590d327a10032239b791e339f16c4b8ec55ccc8473608ded73b08
3,15,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,323,315,298,09377c7bfebb4e8b05da891b3b92899f13bc5a11bf461ac524e34b52b3c2631b
3,16,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,259,255,244,09622cb55d3de78d69b77e6f121d76615e0b32e8fe1907fcf0d1e06071a7ac50
3,17,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,90,373,23,0a12fdf60248d1bd3875c3c76e1b5030e4826f73c821938ae86af9b1aa06c175
3,18,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,141,143,414,0a5973df67165352fe6bf98aabc94bc38244476717d13f6c99541614d5193b1b
3,19,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,394,480,471,0c47ef7d3a2ddb7d1440991b9c5e824b2c1a1046947873430cec5a5bff94483f
3,20,R1/12_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/12_right_loop.jpg,Pore ground truth/Ground truth/R1/12_right_loop.tsv,61a1fc76dcfe16d5ffcd461ef9223c3f8c8e631dfd4af65bb24000027f32b777,7a691129943b5cbd3d2f3cc00dbbc68dda1feba3ec888ced183e0b826f52fb66,363,431,61,0cd11e6843e78991cd8573c7f9e578fc8a2f63a453816a53ef40df45c85a44fc
4,1,R1/73_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/73_right_loop.jpg,Pore ground truth/Ground truth/R1/73_right_loop.tsv,df7f5f3c504273645cbfa34952f4be401ed2b32e09e310000050f0a76e473d92,663838cfe0a9da87e2fdbd9e90d2b314029cf318558edb667afc74ca23d0c58e,258,291,400,0022a8bef63a0efa062f062e4492d3c6c0c81ba0972a2b59c508286ecb44c3a5
4,2,R1/73_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/73_right_loop.jpg,Pore ground truth/Ground truth/R1/73_right_loop.tsv,df7f5f3c504273645cbfa34952f4be401ed2b32e09e310000050f0a76e473d92,663838cfe0a9da87e2fdbd9e90d2b314029cf318558edb667afc74ca23d0c58e,244,312,485,003bf5fac62a6612683760ec21a4613509f4c859523c8b2e78085f6399630957
4,3,R1/73_right_loop,R1,right_loop,Pore ground truth/Fingerprint Images/R1/73_right_loop.jpg,Pore ground truth/Ground truth/R1/73_right_loop.tsv,df7f5f3c504273645cbfa34952f4be401ed2b32e09e310000050f0a76e473d92,663838cfe0a9da87e2fdbd9e90d2b314029cf318558edb667afc74ca23d0c58e,66,404,182,026c75d57652e5f5bdb9f31c78154bcdd08c7c092d92dd29aafaf69202675d31
